PaymentID,StudentID,SemesterID,TotalPayable,AmountPaid,OutstandingAmount,PaymentStatus,PaymentDate,PaymentMethod,Payment Risk Level
P000343,STU0058,S02,68000,51000,17000,Partial,2023-06-10,Cash,Moderate Risk
P000344,STU0058,S11,68000,51000,17000,Partial,2026-06-07,Cash,Moderate Risk
P000345,STU0059,S04,45000,22500,22500,Partial,2024-01-29,Card,High Risk
P000346,STU0059,S10,75000,37500,37500,Partial,2026-01-30,Mobile Banking,High Risk
P000347,STU0059,S02,68000,34000,34000,Partial,2023-05-18,Card,High Risk
P000348,STU0059,S08,68000,34000,34000,Partial,2025-05-30,Mobile Banking,High Risk
P000349,STU0060,S04,45000,45000,0,Paid,2024-03-01,Card,No Risk
P000350,STU0060,S01,75000,37500,37500,Partial,2023-01-06,Bank,High Risk
P000351,STU0060,S06,75000,56250,18750,Partial,2024-10-24,Mobile Banking,Moderate Risk
P000352,STU0060,S05,52000,52000,0,Paid,2024-05-30,Mobile Banking,No Risk
P000353,STU0060,S11,45000,45000,0,Paid,2026-06-10,Mobile Banking,No Risk
P000354,STU0060,S10,52000,52000,0,Paid,2026-02-08,Cash,No Risk
P000355,STU0060,S08,45000,0,45000,Unpaid,,Card,High Risk
P000356,STU0060,S03,45000,22500,22500,Partial,2023-10-21,Card,High Risk
P000357,STU0061,S06,52000,39000,13000,Partial,2024-10-30,Mobile Banking,Moderate Risk
P000358,STU0061,S04,75000,75000,0,Paid,2024-01-12,Cash,No Risk
P000359,STU0061,S10,75000,37500,37500,Partial,2026-02-01,Cash,High Risk
P000360,STU0061,S09,75000,75000,0,Paid,2025-09-30,Bank,No Risk
P000361,STU0061,S11,45000,33750,11250,Partial,2026-06-20,Bank,Moderate Risk
P000362,STU0061,S01,45000,33750,11250,Partial,2023-01-02,Bank,Moderate Risk
P000363,STU0062,S09,52000,52000,0,Paid,2025-09-06,Mobile Banking,No Risk
P000364,STU0062,S02,75000,56250,18750,Partial,2023-05-16,Bank,Moderate Risk
P000365,STU0062,S04,45000,0,45000,Unpaid,,Card,High Risk
P000366,STU0062,S10,68000,0,68000,Unpaid,,Bank,High Risk
P000367,STU0062,S06,45000,45000,0,Paid,2024-09-08,Cash,No Risk
P000368,STU0062,S07,68000,68000,0,Paid,2025-01-21,Cash,No Risk
P000369,STU0062,S05,60000,60000,0,Paid,2024-06-15,Cash,No Risk
P000370,STU0063,S04,75000,56250,18750,Partial,2024-02-06,Card,Moderate Risk
P000371,STU0063,S02,75000,0,75000,Unpaid,,Cash,High Risk
P000372,STU0063,S08,60000,0,60000,Unpaid,,Card,High Risk
P000373,STU0063,S10,45000,33750,11250,Partial,2026-01-04,Mobile Banking,Moderate Risk
P000374,STU0063,S05,45000,33750,11250,Partial,2024-06-12,Card,Moderate Risk
P000375,STU0063,S07,75000,56250,18750,Partial,2025-02-12,Cash,Moderate Risk
P000376,STU0063,S09,68000,34000,34000,Partial,2025-10-13,Cash,High Risk
P000377,STU0063,S06,45000,45000,0,Paid,2024-10-07,Mobile Banking,No Risk
P000378,STU0064,S11,52000,0,52000,Unpaid,,Mobile Banking,High Risk
P000379,STU0064,S05,52000,26000,26000,Partial,2024-06-21,Cash,High Risk
P000380,STU0064,S02,52000,26000,26000,Partial,2023-06-14,Cash,High Risk
P000381,STU0064,S03,68000,68000,0,Paid,2023-09-14,Cash,No Risk
P000382,STU0064,S10,68000,51000,17000,Partial,2026-02-28,Card,Moderate Risk
P000383,STU0064,S04,68000,68000,0,Paid,2024-01-21,Card,No Risk
P000384,STU0064,S07,45000,0,45000,Unpaid,,Mobile Banking,High Risk
P000385,STU0064,S06,60000,45000,15000,Partial,2024-09-10,Bank,Moderate Risk
P000386,STU0065,S11,68000,68000,0,Paid,2026-06-30,Cash,No Risk
P000387,STU0065,S09,45000,45000,0,Paid,2025-10-26,Card,No Risk
P000388,STU0065,S07,68000,68000,0,Paid,2025-01-17,Bank,No Risk
P000389,STU0065,S10,75000,56250,18750,Partial,2026-01-23,Card,Moderate Risk
P000390,STU0065,S08,75000,37500,37500,Partial,2025-06-25,Card,High Risk
P000391,STU0065,S04,45000,33750,11250,Partial,2024-01-29,Bank,Moderate Risk
P000392,STU0065,S01,75000,0,75000,Unpaid,,Card,High Risk
P000393,STU0065,S06,68000,68000,0,Paid,2024-10-27,Bank,No Risk
P000394,STU0066,S11,52000,52000,0,Paid,2026-05-01,Card,No Risk
P000395,STU0066,S06,45000,0,45000,Unpaid,,Bank,High Risk
P000396,STU0066,S02,60000,30000,30000,Partial,2023-05-29,Cash,High Risk
P000397,STU0066,S10,45000,22500,22500,Partial,2026-01-03,Cash,High Risk
P000398,STU0066,S04,68000,0,68000,Unpaid,,Cash,High Risk
P000399,STU0066,S08,68000,68000,0,Paid,2025-05-06,Bank,No Risk
P000400,STU0067,S07,75000,56250,18750,Partial,2025-01-24,Card,Moderate Risk
P000401,STU0067,S06,45000,0,45000,Unpaid,,Bank,High Risk
P000402,STU0067,S10,45000,33750,11250,Partial,2026-01-09,Card,Moderate Risk
P000403,STU0067,S02,60000,30000,30000,Partial,2023-06-24,Mobile Banking,High Risk
P000404,STU0067,S01,60000,60000,0,Paid,2023-01-17,Bank,No Risk
P000405,STU0068,S02,60000,45000,15000,Partial,2023-05-01,Bank,Moderate Risk
P000406,STU0068,S01,52000,52000,0,Paid,2023-02-19,Card,No Risk
P000407,STU0068,S09,60000,0,60000,Unpaid,,Cash,High Risk
P000408,STU0068,S07,45000,0,45000,Unpaid,,Mobile Banking,High Risk
P000409,STU0068,S04,60000,30000,30000,Partial,2024-01-13,Card,High Risk
P000410,STU0068,S11,75000,0,75000,Unpaid,,Cash,High Risk
P000411,STU0068,S10,68000,34000,34000,Partial,2026-01-13,Cash,High Risk
P000412,STU0069,S04,60000,45000,15000,Partial,2024-02-07,Mobile Banking,Moderate Risk
P000413,STU0069,S08,75000,75000,0,Paid,2025-05-03,Cash,No Risk
P000414,STU0069,S02,45000,22500,22500,Partial,2023-06-23,Bank,High Risk
P000415,STU0069,S06,45000,0,45000,Unpaid,,Card,High Risk
P000416,STU0069,S01,45000,33750,11250,Partial,2023-01-25,Card,Moderate Risk
P000417,STU0069,S09,60000,60000,0,Paid,2025-09-02,Cash,No Risk
P000418,STU0070,S06,52000,52000,0,Paid,2024-09-23,Card,No Risk
P000419,STU0070,S07,45000,22500,22500,Partial,2025-02-07,Card,High Risk
P000420,STU0070,S03,45000,45000,0,Paid,2023-09-27,Bank,No Risk
P000421,STU0070,S04,75000,37500,37500,Partial,2024-01-10,Cash,High Risk
P000422,STU0070,S01,45000,45000,0,Paid,2023-01-20,Bank,No Risk
P000423,STU0070,S11,45000,45000,0,Paid,2026-06-12,Mobile Banking,No Risk
P000424,STU0070,S10,45000,45000,0,Paid,2026-01-09,Card,No Risk
P000425,STU0070,S05,52000,26000,26000,Partial,2024-05-18,Bank,High Risk
P000426,STU0071,S09,75000,75000,0,Paid,2025-10-11,Bank,No Risk
P000427,STU0071,S01,52000,52000,0,Paid,2023-01-05,Card,No Risk
P000428,STU0071,S07,60000,30000,30000,Partial,2025-02-08,Card,High Risk
P000429,STU0071,S08,68000,34000,34000,Partial,2025-06-13,Bank,High Risk
P000430,STU0071,S10,68000,51000,17000,Partial,2026-02-08,Bank,Moderate Risk
P000431,STU0071,S04,45000,45000,0,Paid,2024-02-08,Cash,No Risk
P000432,STU0071,S03,68000,68000,0,Paid,2023-09-06,Mobile Banking,No Risk
P000433,STU0071,S02,60000,45000,15000,Partial,2023-06-30,Cash,Moderate Risk
P000434,STU0072,S03,75000,75000,0,Paid,2023-09-27,Cash,No Risk
P000435,STU0072,S07,75000,37500,37500,Partial,2025-02-03,Cash,High Risk
P000436,STU0072,S06,60000,60000,0,Paid,2024-09-12,Card,No Risk
P000437,STU0072,S04,52000,26000,26000,Partial,2024-02-16,Mobile Banking,High Risk
P000438,STU0072,S05,52000,26000,26000,Partial,2024-05-12,Mobile Banking,High Risk
P000439,STU0072,S10,68000,68000,0,Paid,2026-02-18,Cash,No Risk
P000440,STU0072,S01,68000,34000,34000,Partial,2023-02-13,Card,High Risk
P000441,STU0073,S05,75000,56250,18750,Partial,2024-06-06,Card,Moderate Risk
P000442,STU0073,S01,60000,0,60000,Unpaid,,Mobile Banking,High Risk
P000443,STU0073,S04,68000,34000,34000,Partial,2024-01-24,Card,High Risk
P000444,STU0073,S02,75000,56250,18750,Partial,2023-05-10,Cash,Moderate Risk
P000445,STU0073,S06,75000,37500,37500,Partial,2024-09-16,Bank,High Risk
P000446,STU0074,S05,60000,30000,30000,Partial,2024-06-18,Cash,High Risk
P000447,STU0074,S10,52000,26000,26000,Partial,2026-02-21,Card,High Risk
P000448,STU0074,S02,45000,33750,11250,Partial,2023-06-19,Bank,Moderate Risk
P000449,STU0074,S03,52000,39000,13000,Partial,2023-09-05,Cash,Moderate Risk
P000450,STU0074,S09,60000,60000,0,Paid,2025-10-19,Bank,No Risk
P000451,STU0074,S01,68000,68000,0,Paid,2023-02-22,Mobile Banking,No Risk
P000452,STU0074,S06,45000,45000,0,Paid,2024-09-12,Cash,No Risk
P000453,STU0074,S11,68000,51000,17000,Partial,2026-06-06,Mobile Banking,Moderate Risk
P000454,STU0075,S05,52000,39000,13000,Partial,2024-06-20,Cash,Moderate Risk
P000455,STU0075,S04,68000,0,68000,Unpaid,,Cash,High Risk
P000456,STU0075,S11,68000,34000,34000,Partial,2026-06-08,Bank,High Risk
P000457,STU0075,S07,60000,60000,0,Paid,2025-02-13,Cash,No Risk
P000458,STU0075,S03,45000,0,45000,Unpaid,,Cash,High Risk
P000459,STU0076,S10,75000,75000,0,Paid,2026-01-28,Mobile Banking,No Risk
P000460,STU0076,S03,52000,52000,0,Paid,2023-10-12,Bank,No Risk
P000461,STU0076,S02,68000,68000,0,Paid,2023-06-18,Cash,No Risk
P000462,STU0076,S01,68000,34000,34000,Partial,2023-02-09,Mobile Banking,High Risk
P000463,STU0077,S08,68000,0,68000,Unpaid,,Card,High Risk
P000464,STU0077,S10,75000,75000,0,Paid,2026-01-18,Card,No Risk
P000465,STU0077,S05,68000,34000,34000,Partial,2024-06-04,Mobile Banking,High Risk
P000466,STU0077,S03,75000,37500,37500,Partial,2023-09-26,Cash,High Risk
P000467,STU0077,S07,52000,0,52000,Unpaid,,Card,High Risk
P000468,STU0078,S03,68000,51000,17000,Partial,2023-09-14,Bank,Moderate Risk
P000469,STU0078,S01,45000,45000,0,Paid,2023-02-21,Cash,No Risk
P000470,STU0078,S07,60000,0,60000,Unpaid,,Mobile Banking,High Risk
P000471,STU0078,S10,52000,52000,0,Paid,2026-01-27,Cash,No Risk
P000472,STU0078,S11,60000,60000,0,Paid,2026-05-02,Cash,No Risk
P000473,STU0079,S06,75000,56250,18750,Partial,2024-09-03,Bank,Moderate Risk
P000474,STU0079,S10,75000,75000,0,Paid,2026-02-01,Mobile Banking,No Risk
P000475,STU0079,S09,52000,0,52000,Unpaid,,Mobile Banking,High Risk
P000476,STU0079,S08,75000,56250,18750,Partial,2025-05-06,Cash,Moderate Risk
P000477,STU0080,S02,60000,60000,0,Paid,2023-05-26,Cash,No Risk
P000478,STU0080,S09,75000,75000,0,Paid,2025-09-28,Mobile Banking,No Risk
P000479,STU0080,S03,45000,0,45000,Unpaid,,Mobile Banking,High Risk
P000480,STU0080,S10,68000,34000,34000,Partial,2026-02-01,Bank,High Risk
P000481,STU0080,S11,52000,0,52000,Unpaid,,Card,High Risk
P000482,STU0081,S04,75000,37500,37500,Partial,2024-02-13,Cash,High Risk
P000483,STU0081,S10,68000,34000,34000,Partial,2026-02-01,Card,High Risk
P000484,STU0081,S07,68000,34000,34000,Partial,2025-02-08,Bank,High Risk
P000485,STU0081,S11,45000,45000,0,Paid,2026-06-26,Card,No Risk
P000486,STU0082,S02,60000,60000,0,Paid,2023-05-31,Mobile Banking,No Risk
P000487,STU0082,S09,60000,60000,0,Paid,2025-10-02,Card,No Risk
P000488,STU0082,S07,45000,22500,22500,Partial,2025-02-03,Mobile Banking,High Risk
P000489,STU0082,S01,68000,68000,0,Paid,2023-02-01,Cash,No Risk
P000490,STU0082,S08,68000,68000,0,Paid,2025-06-18,Card,No Risk
P000491,STU0083,S03,75000,75000,0,Paid,2023-10-15,Mobile Banking,No Risk
P000492,STU0083,S01,75000,37500,37500,Partial,2023-01-22,Card,High Risk
P000493,STU0083,S10,52000,52000,0,Paid,2026-02-15,Bank,No Risk
P000494,STU0083,S02,75000,75000,0,Paid,2023-05-09,Card,No Risk
P000495,STU0083,S07,45000,0,45000,Unpaid,,Cash,High Risk
P000496,STU0083,S05,75000,75000,0,Paid,2024-05-31,Mobile Banking,No Risk
P000497,STU0083,S08,75000,56250,18750,Partial,2025-05-08,Mobile Banking,Moderate Risk
P000498,STU0084,S11,60000,0,60000,Unpaid,,Card,High Risk
P000499,STU0084,S04,60000,45000,15000,Partial,2024-02-19,Bank,Moderate Risk
P000500,STU0084,S06,60000,60000,0,Paid,2024-09-05,Mobile Banking,No Risk
P000501,STU0084,S10,45000,45000,0,Paid,2026-01-10,Mobile Banking,No Risk
P000502,STU0085,S07,45000,22500,22500,Partial,2025-02-17,Bank,High Risk
P000503,STU0085,S02,45000,22500,22500,Partial,2023-06-19,Cash,High Risk
P000504,STU0085,S11,75000,37500,37500,Partial,2026-05-14,Bank,High Risk
P000505,STU0085,S06,68000,34000,34000,Partial,2024-09-02,Bank,High Risk
P000506,STU0085,S10,52000,0,52000,Unpaid,,Cash,High Risk
P000507,STU0086,S09,60000,45000,15000,Partial,2025-09-13,Bank,Moderate Risk
P000508,STU0086,S08,75000,75000,0,Paid,2025-05-08,Bank,No Risk
P000509,STU0086,S06,75000,56250,18750,Partial,2024-09-07,Bank,Moderate Risk
P000510,STU0086,S11,75000,56250,18750,Partial,2026-05-22,Bank,Moderate Risk
P000511,STU0086,S05,52000,52000,0,Paid,2024-05-14,Bank,No Risk
P000512,STU0087,S04,45000,45000,0,Paid,2024-02-17,Mobile Banking,No Risk
P000513,STU0087,S05,68000,51000,17000,Partial,2024-05-14,Mobile Banking,Moderate Risk
P000514,STU0087,S03,75000,75000,0,Paid,2023-09-01,Cash,No Risk
P000515,STU0087,S08,52000,39000,13000,Partial,2025-06-14,Mobile Banking,Moderate Risk
P000516,STU0088,S05,68000,34000,34000,Partial,2024-06-16,Bank,High Risk
P000517,STU0088,S08,75000,37500,37500,Partial,2025-06-29,Bank,High Risk
P000518,STU0088,S01,68000,68000,0,Paid,2023-01-19,Card,No Risk
P000519,STU0088,S04,75000,37500,37500,Partial,2024-02-16,Mobile Banking,High Risk
P000520,STU0088,S02,75000,75000,0,Paid,2023-05-16,Mobile Banking,No Risk
P000521,STU0089,S01,75000,37500,37500,Partial,2023-02-21,Mobile Banking,High Risk
P000522,STU0089,S11,52000,39000,13000,Partial,2026-05-30,Bank,Moderate Risk
P000523,STU0089,S03,52000,0,52000,Unpaid,,Card,High Risk
P000524,STU0089,S05,75000,75000,0,Paid,2024-05-25,Cash,No Risk
P000525,STU0090,S03,68000,51000,17000,Partial,2023-10-29,Cash,Moderate Risk
P000526,STU0090,S06,45000,22500,22500,Partial,2024-10-19,Mobile Banking,High Risk
P000527,STU0090,S02,75000,75000,0,Paid,2023-06-29,Mobile Banking,No Risk
P000528,STU0090,S09,45000,45000,0,Paid,2025-09-14,Mobile Banking,No Risk
P000529,STU0090,S05,52000,0,52000,Unpaid,,Card,High Risk
P000530,STU0091,S05,68000,68000,0,Paid,2024-05-13,Bank,No Risk
P000531,STU0091,S04,45000,0,45000,Unpaid,,Bank,High Risk
P000532,STU0091,S09,52000,52000,0,Paid,2025-10-26,Bank,No Risk
P000533,STU0091,S10,68000,51000,17000,Partial,2026-01-07,Bank,Moderate Risk
P000534,STU0092,S02,75000,0,75000,Unpaid,,Card,High Risk
P000535,STU0092,S03,45000,22500,22500,Partial,2023-10-29,Card,High Risk
P000536,STU0092,S11,52000,0,52000,Unpaid,,Bank,High Risk
P000537,STU0092,S08,60000,30000,30000,Partial,2025-06-14,Mobile Banking,High Risk
P000538,STU0092,S05,45000,33750,11250,Partial,2024-06-20,Mobile Banking,Moderate Risk
P000539,STU0092,S01,52000,0,52000,Unpaid,,Mobile Banking,High Risk
P000540,STU0092,S09,75000,37500,37500,Partial,2025-09-05,Bank,High Risk
P000541,STU0093,S03,75000,56250,18750,Partial,2023-10-05,Mobile Banking,Moderate Risk
P000542,STU0093,S06,45000,45000,0,Paid,2024-09-23,Cash,No Risk
P000543,STU0093,S08,52000,39000,13000,Partial,2025-06-20,Card,Moderate Risk
P000544,STU0093,S11,52000,52000,0,Paid,2026-06-13,Cash,No Risk
P000545,STU0093,S10,68000,34000,34000,Partial,2026-02-19,Card,High Risk
P000546,STU0093,S09,60000,45000,15000,Partial,2025-10-30,Bank,Moderate Risk
P000547,STU0093,S04,52000,39000,13000,Partial,2024-01-21,Bank,Moderate Risk
P000548,STU0093,S05,68000,68000,0,Paid,2024-06-11,Mobile Banking,No Risk
P000549,STU0094,S07,68000,68000,0,Paid,2025-01-07,Card,No Risk
P000550,STU0094,S02,52000,26000,26000,Partial,2023-06-08,Card,High Risk
P000551,STU0094,S11,60000,0,60000,Unpaid,,Mobile Banking,High Risk
P000552,STU0094,S04,60000,60000,0,Paid,2024-01-03,Mobile Banking,No Risk
P000553,STU0094,S09,75000,75000,0,Paid,2025-10-29,Bank,No Risk
P000554,STU0094,S06,68000,68000,0,Paid,2024-10-12,Mobile Banking,No Risk
P000555,STU0094,S08,52000,39000,13000,Partial,2025-05-13,Card,Moderate Risk
P000556,STU0094,S10,68000,0,68000,Unpaid,,Cash,High Risk
P000557,STU0095,S07,52000,52000,0,Paid,2025-01-11,Bank,No Risk
P000558,STU0095,S10,52000,52000,0,Paid,2026-02-08,Cash,No Risk
P000559,STU0095,S01,68000,68000,0,Paid,2023-01-30,Bank,No Risk
P000560,STU0095,S05,52000,39000,13000,Partial,2024-05-04,Cash,Moderate Risk
P000561,STU0095,S08,45000,0,45000,Unpaid,,Bank,High Risk
P000562,STU0096,S06,75000,56250,18750,Partial,2024-10-12,Cash,Moderate Risk
P000563,STU0096,S10,52000,26000,26000,Partial,2026-01-02,Cash,High Risk
P000564,STU0096,S02,45000,0,45000,Unpaid,,Bank,High Risk
P000565,STU0096,S01,75000,75000,0,Paid,2023-02-07,Mobile Banking,No Risk
P000566,STU0096,S07,68000,0,68000,Unpaid,,Card,High Risk
P000567,STU0097,S07,45000,45000,0,Paid,2025-02-27,Cash,No Risk
P000568,STU0097,S10,68000,34000,34000,Partial,2026-02-03,Bank,High Risk
P000569,STU0097,S06,75000,75000,0,Paid,2024-10-17,Mobile Banking,No Risk
P000570,STU0097,S05,52000,52000,0,Paid,2024-05-05,Cash,No Risk
P000571,STU0097,S04,68000,34000,34000,Partial,2024-01-13,Mobile Banking,High Risk
P000572,STU0097,S03,60000,30000,30000,Partial,2023-10-14,Bank,High Risk
P000573,STU0097,S09,45000,0,45000,Unpaid,,Cash,High Risk
P000574,STU0097,S08,45000,33750,11250,Partial,2025-06-26,Mobile Banking,Moderate Risk
P000575,STU0098,S04,68000,68000,0,Paid,2024-02-23,Cash,No Risk
P000576,STU0098,S07,75000,75000,0,Paid,2025-02-26,Mobile Banking,No Risk
P000577,STU0098,S11,75000,75000,0,Paid,2026-06-18,Mobile Banking,No Risk
P000578,STU0098,S08,45000,45000,0,Paid,2025-05-20,Cash,No Risk
P000579,STU0098,S10,75000,37500,37500,Partial,2026-02-19,Cash,High Risk
P000580,STU0098,S06,68000,0,68000,Unpaid,,Cash,High Risk
P000581,STU0098,S03,45000,45000,0,Paid,2023-10-12,Cash,No Risk
P000582,STU0099,S02,52000,52000,0,Paid,2023-06-29,Card,No Risk
P000583,STU0099,S07,68000,68000,0,Paid,2025-01-06,Card,No Risk
P000584,STU0099,S06,68000,68000,0,Paid,2024-09-27,Bank,No Risk
P000585,STU0099,S09,52000,26000,26000,Partial,2025-10-25,Cash,High Risk
P000586,STU0099,S10,52000,52000,0,Paid,2026-01-11,Cash,No Risk
P000587,STU0099,S05,52000,39000,13000,Partial,2024-06-10,Cash,Moderate Risk
P000588,STU0099,S01,60000,60000,0,Paid,2023-02-22,Card,No Risk
P000589,STU0100,S11,75000,0,75000,Unpaid,,Cash,High Risk
P000590,STU0100,S07,52000,52000,0,Paid,2025-01-20,Mobile Banking,No Risk
P000591,STU0100,S02,52000,52000,0,Paid,2023-06-03,Cash,No Risk
P000592,STU0100,S06,60000,0,60000,Unpaid,,Mobile Banking,High Risk
P000593,STU0100,S03,60000,30000,30000,Partial,2023-10-22,Card,High Risk
P000594,STU0100,S10,52000,52000,0,Paid,2026-02-26,Mobile Banking,No Risk
P000595,STU0100,S04,45000,45000,0,Paid,2024-02-27,Bank,No Risk
P000596,STU0100,S05,75000,75000,0,Paid,2024-05-22,Card,No Risk
P000597,STU0101,S11,75000,75000,0,Paid,2026-05-18,Card,No Risk
P000598,STU0101,S01,45000,33750,11250,Partial,2023-02-19,Card,Moderate Risk
P000599,STU0101,S05,52000,52000,0,Paid,2024-06-27,Cash,No Risk
P000600,STU0101,S06,52000,26000,26000,Partial,2024-09-24,Cash,High Risk
P000601,STU0101,S10,75000,0,75000,Unpaid,,Cash,High Risk
P000602,STU0101,S03,75000,0,75000,Unpaid,,Bank,High Risk
P000603,STU0102,S05,75000,0,75000,Unpaid,,Mobile Banking,High Risk
P000604,STU0102,S02,45000,33750,11250,Partial,2023-06-18,Card,Moderate Risk
P000605,STU0102,S08,68000,34000,34000,Partial,2025-05-27,Card,High Risk
P000606,STU0102,S04,68000,34000,34000,Partial,2024-01-14,Card,High Risk
P000607,STU0102,S03,75000,75000,0,Paid,2023-10-25,Mobile Banking,No Risk
P000608,STU0102,S06,52000,26000,26000,Partial,2024-10-10,Card,High Risk
P000609,STU0103,S05,68000,0,68000,Unpaid,,Bank,High Risk
P000610,STU0103,S10,45000,45000,0,Paid,2026-01-04,Cash,No Risk
P000611,STU0103,S02,45000,45000,0,Paid,2023-05-07,Card,No Risk
P000612,STU0103,S06,75000,37500,37500,Partial,2024-09-25,Cash,High Risk
P000613,STU0103,S04,75000,56250,18750,Partial,2024-02-18,Mobile Banking,Moderate Risk
P000614,STU0103,S09,60000,60000,0,Paid,2025-09-02,Bank,No Risk
P000615,STU0103,S07,52000,0,52000,Unpaid,,Bank,High Risk
P000616,STU0104,S07,68000,68000,0,Paid,2025-02-14,Card,No Risk
P000617,STU0104,S05,60000,45000,15000,Partial,2024-06-30,Mobile Banking,Moderate Risk
P000618,STU0104,S10,60000,60000,0,Paid,2026-02-25,Bank,No Risk
P000619,STU0104,S11,52000,39000,13000,Partial,2026-06-26,Card,Moderate Risk
P000620,STU0104,S03,52000,52000,0,Paid,2023-09-22,Cash,No Risk
P000621,STU0104,S08,45000,45000,0,Paid,2025-06-03,Mobile Banking,No Risk
P000622,STU0104,S09,52000,26000,26000,Partial,2025-10-17,Bank,High Risk
P000623,STU0105,S04,68000,0,68000,Unpaid,,Mobile Banking,High Risk
P000624,STU0105,S09,45000,45000,0,Paid,2025-09-22,Bank,No Risk
P000625,STU0105,S11,52000,52000,0,Paid,2026-05-02,Card,No Risk
P000626,STU0105,S05,60000,60000,0,Paid,2024-05-18,Mobile Banking,No Risk
P000627,STU0105,S02,52000,0,52000,Unpaid,,Cash,High Risk
P000628,STU0105,S06,75000,37500,37500,Partial,2024-10-15,Card,High Risk
P000629,STU0105,S01,45000,45000,0,Paid,2023-01-10,Bank,No Risk
P000630,STU0106,S04,75000,37500,37500,Partial,2024-02-01,Mobile Banking,High Risk
P000631,STU0106,S09,75000,56250,18750,Partial,2025-09-12,Card,Moderate Risk
P000632,STU0106,S01,45000,45000,0,Paid,2023-01-25,Cash,No Risk
P000633,STU0106,S03,52000,52000,0,Paid,2023-09-27,Cash,No Risk
P000634,STU0106,S07,52000,52000,0,Paid,2025-01-17,Cash,No Risk
P000635,STU0106,S02,75000,75000,0,Paid,2023-06-02,Cash,No Risk
P000636,STU0107,S08,52000,0,52000,Unpaid,,Cash,High Risk
P000637,STU0107,S04,75000,0,75000,Unpaid,,Bank,High Risk
P000638,STU0107,S03,52000,0,52000,Unpaid,,Cash,High Risk
P000639,STU0107,S01,68000,68000,0,Paid,2023-01-11,Mobile Banking,No Risk
P000640,STU0107,S09,68000,68000,0,Paid,2025-10-29,Bank,No Risk
P000641,STU0108,S09,45000,22500,22500,Partial,2025-09-21,Cash,High Risk
P000642,STU0108,S05,75000,75000,0,Paid,2024-06-09,Mobile Banking,No Risk
P000643,STU0108,S10,68000,0,68000,Unpaid,,Bank,High Risk
P000644,STU0108,S08,68000,68000,0,Paid,2025-05-27,Card,No Risk
P000645,STU0108,S01,60000,60000,0,Paid,2023-01-10,Card,No Risk
P000646,STU0109,S06,75000,0,75000,Unpaid,,Card,High Risk
P000647,STU0109,S10,60000,0,60000,Unpaid,,Card,High Risk
P000648,STU0109,S01,60000,30000,30000,Partial,2023-01-03,Bank,High Risk
P000649,STU0109,S08,52000,26000,26000,Partial,2025-05-24,Card,High Risk
P000650,STU0110,S01,75000,37500,37500,Partial,2023-01-17,Bank,High Risk
P000651,STU0110,S08,68000,0,68000,Unpaid,,Bank,High Risk
P000652,STU0110,S11,60000,45000,15000,Partial,2026-05-12,Mobile Banking,Moderate Risk
P000653,STU0110,S10,52000,52000,0,Paid,2026-02-11,Card,No Risk
P000654,STU0111,S08,75000,75000,0,Paid,2025-06-14,Cash,No Risk
P000655,STU0111,S02,45000,22500,22500,Partial,2023-05-08,Card,High Risk
P000656,STU0111,S01,45000,45000,0,Paid,2023-01-26,Bank,No Risk
P000657,STU0111,S06,60000,60000,0,Paid,2024-10-07,Bank,No Risk
P000658,STU0111,S04,52000,52000,0,Paid,2024-02-10,Bank,No Risk
