AttendanceID,EnrollmentID,AttendanceDate,AttendanceStatus,ClassType,ClassDuration
A0000495,E007238,2024-03-07,Present,Lab,1.5
A0000496,E007238,2024-03-14,Present,Lab,1.5
A0000497,E007238,2024-04-06,Present,Lecture,1.0
A0000498,E007238,2024-02-23,Present,Lab,3.0
A0000499,E000659,2024-01-15,Absent,Tutorial,1.0
A0000500,E000659,2024-01-19,Present,Lecture,3.0
A0000501,E000659,2024-01-15,Present,Lecture,2.0
A0000502,E000659,2024-04-02,Present,Lab,1.5
A0000503,E000659,2024-01-26,Present,Lab,1.5
A0000504,E000659,2024-04-10,Present,Lecture,1.5
A0000505,E001913,2024-03-27,Present,Lecture,2.0
A0000506,E001913,2024-02-01,Present,Lecture,2.0
A0000507,E001913,2024-03-22,Excused,Tutorial,2.0
A0000508,E001913,2024-02-24,Present,Lecture,1.0
A0000509,E001913,2024-01-09,Excused,Tutorial,1.5
A0000510,E001913,2024-04-08,Present,Lab,2.0
A0000511,E001969,2023-08-07,Present,Lecture,2.0
A0000512,E001969,2023-05-07,Present,Tutorial,3.0
A0000513,E001969,2023-07-31,Late,Lab,1.5
A0000514,E001969,2023-06-22,Present,Tutorial,2.0
A0000515,E001969,2023-06-21,Late,Lab,3.0
A0000516,E001969,2023-08-06,Present,Lecture,1.5
A0000517,E010346,2025-03-17,Present,Lecture,3.0
A0000518,E010346,2025-01-15,Present,Tutorial,1.0
A0000519,E010346,2025-01-17,Late,Lab,3.0
A0000520,E010346,2025-03-01,Present,Lecture,3.0
A0000521,E010346,2025-01-02,Present,Tutorial,1.5
A0000522,E010346,2025-01-10,Late,Lab,1.0
A0000523,E000868,2025-02-23,Absent,Lab,1.0
A0000524,E000868,2025-03-04,Present,Lecture,1.5
A0000525,E000868,2025-04-09,Present,Tutorial,2.0
A0000526,E000868,2025-02-08,Present,Lab,3.0
A0000527,E000868,2025-01-03,Present,Lab,1.5
A0000528,E000868,2025-02-19,Present,Tutorial,3.0
A0000529,E000868,2025-01-23,Present,Lecture,1.0
A0000530,E000868,2025-02-27,Present,Lab,3.0
A0000531,E008121,2023-06-29,Present,Lecture,2.0
A0000532,E008121,2023-06-17,Present,Tutorial,3.0
A0000533,E008121,2023-05-11,Present,Lecture,3.0
A0000534,E008121,2023-06-09,Present,Tutorial,1.5
A0000535,E008121,2023-05-26,Late,Tutorial,2.0
A0000536,E008121,2023-07-21,Present,Tutorial,2.0
A0000537,E008121,2023-06-17,Present,Tutorial,1.0
A0000538,E008358,2023-02-23,Present,Lecture,3.0
A0000539,E008358,2023-03-18,Present,Tutorial,1.5
A0000540,E008358,2023-02-10,Present,Tutorial,1.5
A0000541,E008358,2023-01-04,Present,Tutorial,1.5
A0000542,E008358,2023-04-05,Present,Lecture,3.0
A0000543,E008358,2023-02-01,Late,Lab,1.5
A0000544,E008358,2023-03-09,Present,Tutorial,3.0
A0000545,E011139,2026-05-16,Absent,Tutorial,2.0
A0000546,E011139,2026-05-09,Present,Lab,2.0
A0000547,E011139,2026-07-10,Present,Lecture,1.0
A0000548,E011139,2026-06-18,Present,Tutorial,2.0
A0000549,E011139,2026-07-08,Present,Lab,1.0
A0000550,E011139,2026-07-22,Present,Lab,3.0
A0000551,E011139,2026-05-24,Present,Tutorial,2.0
A0000552,E011139,2026-05-10,Absent,Lecture,3.0
A0000553,E000631,2025-06-27,Present,Lecture,1.5
A0000554,E000631,2025-07-12,Present,Lecture,3.0
A0000555,E000631,2025-06-06,Present,Tutorial,1.5
A0000556,E000631,2025-05-02,Present,Tutorial,3.0
A0000557,E000631,2025-05-12,Present,Tutorial,2.0
A0000558,E000631,2025-06-04,Present,Tutorial,1.0
A0000559,E009392,2023-09-15,Present,Tutorial,1.5
A0000560,E009392,2023-09-08,Present,Lab,1.5
A0000561,E009392,2023-11-30,Excused,Lecture,2.0
A0000562,E009392,2023-12-03,Present,Tutorial,2.0
A0000563,E009392,2023-10-25,Present,Tutorial,1.0
A0000564,E002130,2026-03-22,Late,Lecture,2.0
A0000565,E002130,2026-03-26,Present,Lab,2.0
A0000566,E002130,2026-02-16,Present,Lab,1.5
A0000567,E002130,2026-01-11,Present,Lecture,1.0
A0000568,E002130,2026-02-28,Present,Tutorial,1.5
A0000569,E011074,2023-11-07,Absent,Lab,1.0
A0000570,E011074,2023-11-23,Absent,Lecture,2.0
A0000571,E011074,2023-10-10,Absent,Lecture,1.5
A0000572,E011074,2023-11-10,Present,Tutorial,2.0
A0000573,E011074,2023-11-24,Absent,Tutorial,1.5
A0000574,E011074,2023-10-31,Present,Lecture,2.0
A0000575,E011074,2023-10-26,Present,Lab,2.0
A0000576,E004532,2023-02-03,Present,Lab,2.0
A0000577,E004532,2023-02-21,Present,Lecture,1.0
A0000578,E004532,2023-03-03,Present,Lecture,2.0
A0000579,E004532,2023-02-15,Absent,Tutorial,3.0
A0000580,E004532,2023-02-27,Present,Lab,3.0
A0000581,E004532,2023-01-20,Present,Lab,3.0
A0000582,E004532,2023-04-04,Present,Lecture,2.0
A0000583,E004532,2023-04-04,Present,Tutorial,1.0
A0000584,E000685,2025-10-20,Present,Lab,1.5
A0000585,E000685,2025-10-08,Absent,Lecture,2.0
A0000586,E000685,2025-12-07,Present,Tutorial,1.0
A0000587,E000685,2025-10-16,Present,Lab,2.0
A0000588,E000685,2025-11-10,Present,Lab,2.0
A0000589,E000685,2025-09-26,Present,Lab,3.0
A0000590,E008851,2024-01-11,Present,Lecture,3.0
A0000591,E008851,2024-02-13,Absent,Lecture,1.0
A0000592,E008851,2024-01-15,Present,Lab,3.0
A0000593,E008851,2024-03-05,Present,Lecture,1.5
A0000594,E008851,2024-03-16,Present,Tutorial,3.0
A0000595,E008851,2024-02-08,Present,Lecture,1.5
A0000596,E008851,2024-02-10,Present,Lab,1.5
A0000597,E008851,2024-01-20,Present,Tutorial,3.0
A0000598,E001867,2023-02-26,Present,Tutorial,1.0
A0000599,E001867,2023-02-03,Present,Tutorial,1.5
A0000600,E001867,2023-02-23,Present,Lab,1.5
A0000601,E001867,2023-02-22,Present,Lab,3.0
A0000602,E001867,2023-01-24,Present,Lab,2.0
A0000603,E001867,2023-02-11,Present,Lecture,3.0
A0000604,E001400,2026-02-03,Present,Lab,3.0
A0000605,E001400,2026-02-05,Present,Tutorial,3.0
A0000606,E001400,2026-02-24,Late,Lecture,2.0
A0000607,E001400,2026-01-01,Present,Tutorial,1.0
A0000608,E001400,2026-01-04,Excused,Lab,1.5
A0000609,E001400,2026-01-26,Present,Tutorial,3.0
A0000610,E001400,2026-03-28,Present,Lecture,2.0
A0000611,E001400,2026-02-18,Present,Lecture,1.5
A0000612,E007936,2026-04-04,Present,Tutorial,1.0
A0000613,E007936,2026-03-26,Present,Lecture,1.0
A0000614,E007936,2026-03-02,Present,Tutorial,2.0
A0000615,E007936,2026-02-11,Present,Tutorial,3.0
A0000616,E007936,2026-01-09,Absent,Lecture,1.5
A0000617,E007936,2026-01-23,Absent,Lab,2.0
A0000618,E008856,2026-01-21,Present,Tutorial,3.0
A0000619,E008856,2026-03-01,Present,Lecture,1.5
A0000620,E008856,2026-02-04,Present,Tutorial,2.0
A0000621,E008856,2026-04-03,Present,Lab,1.5
A0000622,E008856,2026-03-04,Absent,Lecture,3.0
A0000623,E008856,2026-02-09,Present,Tutorial,1.0
A0000624,E008856,2026-02-01,Present,Lecture,1.0
A0000625,E008856,2026-03-15,Late,Lecture,2.0
A0000626,E006486,2026-05-17,Late,Lecture,2.0
A0000627,E006486,2026-05-23,Present,Lab,2.0
A0000628,E006486,2026-07-15,Present,Tutorial,2.0
A0000629,E006486,2026-06-24,Present,Tutorial,1.0
A0000630,E006486,2026-05-18,Present,Lab,1.0
A0000631,E006486,2026-05-25,Present,Lab,1.0
A0000632,E005321,2023-08-01,Present,Tutorial,1.5
A0000633,E005321,2023-06-21,Present,Tutorial,3.0
A0000634,E005321,2023-05-15,Present,Lecture,3.0
A0000635,E005321,2023-05-17,Present,Lecture,3.0
A0000636,E005321,2023-07-18,Present,Tutorial,1.5
A0000637,E005321,2023-07-27,Present,Tutorial,1.5
A0000638,E005321,2023-07-25,Present,Lecture,1.0
A0000639,E005321,2023-06-06,Absent,Lecture,2.0
A0000640,E006084,2025-09-01,Late,Lecture,1.5
A0000641,E006084,2025-11-25,Present,Tutorial,3.0
A0000642,E006084,2025-10-29,Late,Lecture,1.0
A0000643,E006084,2025-09-27,Present,Lecture,2.0
A0000644,E006084,2025-09-22,Present,Tutorial,2.0
A0000645,E006084,2025-09-04,Absent,Lab,3.0
A0000646,E009125,2025-02-21,Present,Tutorial,1.0
A0000647,E009125,2025-03-12,Present,Tutorial,2.0
A0000648,E009125,2025-03-06,Present,Tutorial,1.0
A0000649,E009125,2025-02-16,Present,Lab,3.0
A0000650,E009125,2025-01-25,Present,Lab,1.0
A0000651,E009125,2025-02-08,Excused,Lecture,1.0
A0000652,E009125,2025-03-16,Present,Tutorial,3.0
A0000653,E011393,2024-06-20,Present,Lab,1.5
A0000654,E011393,2024-07-06,Present,Lab,1.5
A0000655,E011393,2024-07-03,Present,Lab,1.5
A0000656,E011393,2024-05-25,Absent,Lab,3.0
A0000657,E011393,2024-06-20,Present,Lecture,1.0
A0000658,E011393,2024-05-21,Present,Lab,1.5
A0000659,E011393,2024-05-01,Present,Lab,3.0
A0000660,E011393,2024-05-23,Absent,Tutorial,2.0
A0000661,E012495,2026-03-19,Absent,Lab,3.0
A0000662,E012495,2026-02-19,Present,Lecture,1.5
A0000663,E012495,2026-02-12,Present,Lab,1.0
A0000664,E012495,2026-03-06,Present,Lab,1.0
A0000665,E012495,2026-02-02,Present,Lab,2.0
A0000666,E012495,2026-02-17,Present,Lecture,2.0
A0000667,E012495,2026-03-09,Present,Lecture,1.0
A0000668,E012495,2026-03-16,Present,Lecture,3.0
A0000669,E005045,2023-11-12,Present,Lab,1.0
A0000670,E005045,2023-11-15,Present,Tutorial,2.0
A0000671,E005045,2023-11-18,Present,Lecture,1.0
A0000672,E005045,2023-10-08,Present,Tutorial,1.0
A0000673,E005045,2023-10-19,Present,Tutorial,1.0
A0000674,E005045,2023-11-19,Present,Lab,3.0
A0000675,E005045,2023-11-16,Present,Lab,2.0
A0000676,E002905,2026-03-29,Present,Tutorial,1.5
A0000677,E002905,2026-01-01,Present,Tutorial,1.5
A0000678,E002905,2026-01-28,Present,Lecture,3.0
A0000679,E002905,2026-03-13,Present,Lab,1.0
A0000680,E002905,2026-01-14,Present,Lab,1.5
A0000681,E002905,2026-04-03,Present,Tutorial,1.0
A0000682,E002905,2026-01-15,Present,Lecture,3.0
A0000683,E002003,2024-10-17,Present,Lecture,1.0
A0000684,E002003,2024-09-25,Present,Lecture,3.0
A0000685,E002003,2024-09-03,Absent,Lab,1.0
A0000686,E002003,2024-10-08,Present,Lecture,3.0
A0000687,E002003,2024-11-25,Present,Lab,1.0
A0000688,E004494,2025-07-14,Present,Lecture,3.0
A0000689,E004494,2025-08-02,Excused,Tutorial,2.0
A0000690,E004494,2025-06-04,Present,Tutorial,1.0
A0000691,E004494,2025-06-29,Present,Lecture,1.5
A0000692,E004494,2025-06-06,Present,Lecture,1.5
A0000693,E003790,2024-03-02,Present,Lecture,1.0
A0000694,E003790,2024-03-15,Present,Tutorial,1.0
A0000695,E003790,2024-02-09,Present,Lab,3.0
A0000696,E003790,2024-02-13,Present,Lecture,2.0
A0000697,E003790,2024-02-24,Present,Lab,1.0
A0000698,E003790,2024-01-12,Absent,Lab,3.0
A0000699,E003790,2024-01-31,Present,Tutorial,2.0
A0000700,E003790,2024-03-04,Present,Tutorial,1.0
A0000701,E006325,2024-05-31,Late,Lecture,1.0
A0000702,E006325,2024-07-21,Present,Tutorial,1.0
A0000703,E006325,2024-07-09,Late,Tutorial,1.5
A0000704,E006325,2024-05-02,Absent,Tutorial,3.0
A0000705,E006325,2024-07-18,Absent,Lecture,2.0
A0000706,E006325,2024-08-06,Present,Lecture,3.0
A0000707,E006325,2024-05-13,Present,Tutorial,1.0
A0000708,E011560,2026-01-17,Present,Lecture,2.0
A0000709,E011560,2026-02-07,Present,Tutorial,1.0
A0000710,E011560,2026-03-01,Present,Lecture,1.0
A0000711,E011560,2026-04-02,Present,Lecture,2.0
A0000712,E011560,2026-03-16,Present,Lecture,1.5
A0000713,E011560,2026-02-12,Present,Lab,3.0
A0000714,E007045,2024-11-28,Present,Lecture,3.0
A0000715,E007045,2024-10-27,Present,Lecture,1.0
A0000716,E007045,2024-11-30,Present,Lecture,1.0
A0000717,E007045,2024-10-08,Present,Tutorial,2.0
A0000718,E007045,2024-09-08,Present,Lecture,2.0
A0000719,E007045,2024-09-16,Present,Lab,2.0
A0000720,E011847,2023-01-02,Excused,Lecture,1.5
A0000721,E011847,2023-02-18,Present,Tutorial,2.0
A0000722,E011847,2023-03-10,Present,Lab,1.5
A0000723,E011847,2023-02-18,Present,Tutorial,1.0
A0000724,E011847,2023-02-07,Absent,Tutorial,3.0
A0000725,E011847,2023-03-11,Present,Lecture,3.0
A0000726,E011847,2023-04-05,Present,Lecture,3.0
A0000727,E009028,2024-07-29,Absent,Lecture,3.0
A0000728,E009028,2024-05-13,Present,Lecture,1.5
A0000729,E009028,2024-05-17,Late,Lecture,1.5
A0000730,E009028,2024-05-23,Present,Lecture,2.0
A0000731,E009028,2024-06-27,Present,Lecture,3.0
A0000732,E010441,2024-12-03,Present,Lab,2.0
A0000733,E010441,2024-09-01,Present,Lab,2.0
A0000734,E010441,2024-09-09,Present,Tutorial,2.0
A0000735,E010441,2024-11-16,Present,Lab,2.0
A0000736,E010441,2024-09-01,Excused,Tutorial,2.0
A0000737,E010441,2024-11-04,Present,Lab,2.0
A0000738,E008342,2025-02-01,Absent,Lecture,1.0
A0000739,E008342,2025-02-19,Present,Lecture,1.0
A0000740,E008342,2025-03-09,Present,Lab,3.0
A0000741,E008342,2025-03-28,Present,Lecture,1.5
A0000742,E008342,2025-02-22,Absent,Lab,1.5
A0000743,E008342,2025-01-17,Present,Lecture,1.5
A0000744,E011198,2024-11-03,Present,Lecture,1.5
A0000745,E011198,2024-09-19,Absent,Lab,1.0
A0000746,E011198,2024-11-13,Present,Lecture,1.0
A0000747,E011198,2024-10-12,Present,Lab,3.0
A0000748,E011198,2024-11-27,Absent,Lab,2.0
A0000749,E011198,2024-11-17,Late,Tutorial,2.0
A0000750,E001398,2026-03-05,Present,Tutorial,1.5
A0000751,E001398,2026-04-01,Present,Lab,1.0
A0000752,E001398,2026-01-09,Present,Lab,3.0
A0000753,E001398,2026-02-17,Present,Lecture,1.0
A0000754,E001398,2026-02-26,Present,Lab,2.0
A0000755,E001398,2026-01-31,Late,Lecture,3.0
A0000756,E007606,2023-01-15,Present,Lecture,1.0
A0000757,E007606,2023-03-04,Present,Lecture,1.0
A0000758,E007606,2023-01-01,Present,Tutorial,2.0
A0000759,E007606,2023-02-01,Present,Tutorial,1.5
A0000760,E007606,2023-01-12,Present,Tutorial,1.0
A0000761,E007606,2023-01-22,Absent,Lecture,1.0
A0000762,E007606,2023-03-09,Present,Lecture,1.5
A0000763,E007606,2023-02-09,Present,Lecture,1.0
A0000764,E000668,2023-03-25,Present,Lecture,3.0
A0000765,E000668,2023-03-01,Present,Tutorial,1.5
A0000766,E000668,2023-02-17,Present,Tutorial,3.0
A0000767,E000668,2023-03-15,Present,Lab,1.5
A0000768,E000668,2023-04-04,Present,Lab,3.0
A0000769,E000668,2023-04-03,Present,Tutorial,1.5
A0000770,E003092,2023-10-21,Present,Lab,1.0
A0000771,E003092,2023-09-17,Present,Lab,3.0
A0000772,E003092,2023-09-17,Present,Lab,1.5
A0000773,E003092,2023-09-24,Late,Lecture,1.5
A0000774,E003092,2023-10-22,Present,Lab,2.0
A0000775,E003092,2023-10-14,Present,Lab,1.0
A0000776,E006013,2024-06-20,Present,Lab,1.5
A0000777,E006013,2024-07-03,Present,Lab,2.0
A0000778,E006013,2024-06-13,Late,Lab,1.0
A0000779,E006013,2024-05-21,Excused,Lab,1.5
A0000780,E006013,2024-05-17,Present,Tutorial,2.0
A0000781,E006013,2024-08-01,Present,Lab,3.0
A0000782,E006013,2024-06-23,Present,Lab,2.0
A0000783,E006013,2024-06-11,Present,Tutorial,3.0
A0000784,E007258,2026-02-25,Late,Lab,3.0
A0000785,E007258,2026-01-19,Absent,Tutorial,2.0
A0000786,E007258,2026-02-04,Present,Lecture,1.0
A0000787,E007258,2026-03-10,Present,Lecture,2.0
A0000788,E007258,2026-01-25,Present,Lecture,1.5
A0000789,E007258,2026-03-22,Late,Tutorial,1.0
A0000790,E007258,2026-03-21,Present,Lab,1.5
A0000791,E007258,2026-03-09,Present,Lab,1.5
A0000792,E012453,2025-10-12,Present,Lab,3.0
A0000793,E012453,2025-10-12,Present,Tutorial,1.0
A0000794,E012453,2025-10-16,Present,Lecture,1.0
A0000795,E012453,2025-09-12,Present,Lab,2.0
A0000796,E012453,2025-10-27,Present,Tutorial,1.5
A0000797,E012453,2025-11-21,Present,Tutorial,1.5
A0000798,E012453,2025-09-09,Present,Tutorial,1.0
A0000799,E012453,2025-11-28,Absent,Lecture,1.0
A0000800,E011762,2023-07-15,Present,Lecture,1.5
A0000801,E011762,2023-06-27,Present,Tutorial,1.5
A0000802,E011762,2023-05-08,Absent,Lecture,3.0
A0000803,E011762,2023-07-07,Present,Lab,2.0
A0000804,E011762,2023-05-25,Absent,Lecture,1.0
A0000805,E011762,2023-06-13,Present,Lab,1.0
A0000806,E010396,2023-08-02,Present,Lecture,1.0
A0000807,E010396,2023-08-04,Present,Lecture,3.0
A0000808,E010396,2023-07-23,Present,Tutorial,1.0
A0000809,E010396,2023-07-14,Present,Tutorial,1.5
A0000810,E010396,2023-05-02,Present,Lecture,1.0
A0000811,E010396,2023-06-27,Present,Lecture,1.5
A0000812,E010396,2023-08-01,Present,Lab,3.0
A0000813,E010396,2023-07-17,Present,Tutorial,1.5
A0000814,E004438,2026-05-12,Present,Lecture,2.0
A0000815,E004438,2026-05-28,Present,Lab,1.5
A0000816,E004438,2026-08-08,Present,Tutorial,1.5
A0000817,E004438,2026-07-02,Present,Lab,2.0
A0000818,E004438,2026-07-18,Present,Lecture,1.0
A0000819,E005158,2024-10-15,Present,Tutorial,2.0
A0000820,E005158,2024-10-09,Present,Lecture,1.0
A0000821,E005158,2024-11-17,Present,Lecture,2.0
A0000822,E005158,2024-10-08,Present,Tutorial,3.0
A0000823,E005158,2024-10-02,Present,Lab,2.0
A0000824,E005158,2024-12-08,Present,Lecture,1.0
A0000825,E001301,2024-03-12,Present,Lecture,2.0
A0000826,E001301,2024-02-18,Present,Lab,2.0
A0000827,E001301,2024-03-09,Absent,Lecture,1.5
A0000828,E001301,2024-02-14,Present,Lab,2.0
A0000829,E001301,2024-01-21,Present,Lecture,1.5
A0000830,E010062,2024-02-14,Present,Lecture,2.0
A0000831,E010062,2024-01-25,Present,Lab,3.0
A0000832,E010062,2024-02-11,Present,Lecture,1.0
A0000833,E010062,2024-02-12,Present,Tutorial,2.0
A0000834,E010062,2024-03-09,Present,Lab,2.0
A0000835,E010062,2024-03-30,Present,Lab,3.0
A0000836,E010062,2024-01-28,Present,Tutorial,1.0
A0000837,E010062,2024-03-12,Present,Lab,3.0
A0000838,E001940,2024-02-29,Present,Lab,1.5
A0000839,E001940,2024-01-12,Present,Lecture,2.0
A0000840,E001940,2024-03-13,Present,Lab,2.0
A0000841,E001940,2024-01-16,Absent,Lab,1.5
A0000842,E001940,2024-01-31,Present,Lecture,1.5
A0000843,E003042,2023-09-30,Present,Tutorial,1.0
A0000844,E003042,2023-09-29,Present,Tutorial,3.0
A0000845,E003042,2023-11-13,Present,Lab,2.0
A0000846,E003042,2023-11-01,Present,Lab,1.5
A0000847,E003042,2023-11-28,Present,Lab,1.0
A0000848,E003042,2023-11-21,Present,Lab,2.0
A0000849,E003042,2023-12-10,Present,Tutorial,1.0
A0000850,E011387,2024-06-19,Excused,Tutorial,1.5
A0000851,E011387,2024-07-04,Excused,Lecture,1.0
A0000852,E011387,2024-05-31,Present,Tutorial,3.0
A0000853,E011387,2024-08-06,Present,Lecture,2.0
A0000854,E011387,2024-06-28,Present,Tutorial,3.0
A0000855,E011387,2024-07-16,Present,Tutorial,2.0
A0000856,E011387,2024-05-27,Absent,Lecture,1.0
A0000857,E011387,2024-05-15,Late,Lab,1.0
A0000858,E012262,2026-06-01,Excused,Lecture,2.0
A0000859,E012262,2026-05-03,Present,Lab,1.0
A0000860,E012262,2026-07-23,Present,Lecture,2.0
A0000861,E012262,2026-06-28,Present,Tutorial,2.0
A0000862,E012262,2026-07-06,Present,Lab,1.5
A0000863,E012262,2026-07-23,Absent,Lab,2.0
A0000864,E006496,2023-05-16,Present,Lecture,1.0
A0000865,E006496,2023-05-29,Present,Tutorial,1.5
A0000866,E006496,2023-07-15,Present,Tutorial,1.5
A0000867,E006496,2023-07-14,Present,Tutorial,1.0
A0000868,E006496,2023-07-13,Present,Lecture,1.0
A0000869,E006496,2023-06-24,Present,Lab,3.0
A0000870,E003608,2024-01-25,Absent,Lecture,1.5
A0000871,E003608,2024-02-08,Absent,Tutorial,2.0
A0000872,E003608,2024-03-20,Absent,Tutorial,1.0
A0000873,E003608,2024-03-14,Present,Lecture,3.0
A0000874,E003608,2024-01-17,Present,Lab,2.0
A0000875,E003608,2024-04-05,Absent,Lecture,2.0
A0000876,E003608,2024-01-11,Present,Tutorial,3.0
A0000877,E003464,2023-05-21,Absent,Lab,3.0
A0000878,E003464,2023-07-22,Present,Lecture,1.5
A0000879,E003464,2023-07-11,Present,Lab,1.0
A0000880,E003464,2023-07-08,Present,Lab,3.0
A0000881,E003464,2023-06-12,Excused,Lab,1.0
A0000882,E009630,2024-02-05,Present,Lab,3.0
A0000883,E009630,2024-02-06,Absent,Lab,1.0
A0000884,E009630,2024-03-29,Absent,Lecture,3.0
A0000885,E009630,2024-03-05,Present,Lecture,1.5
A0000886,E009630,2024-03-10,Late,Lab,1.0
A0000887,E009630,2024-02-21,Present,Lecture,2.0
A0000888,E009630,2024-01-14,Present,Tutorial,3.0
A0000889,E009630,2024-01-29,Present,Tutorial,2.0
A0000890,E002599,2026-05-31,Present,Lecture,3.0
A0000891,E002599,2026-05-21,Present,Tutorial,2.0
A0000892,E002599,2026-06-18,Present,Lab,3.0
A0000893,E002599,2026-07-05,Late,Lab,1.0
A0000894,E002599,2026-07-17,Present,Lab,1.0
A0000895,E000091,2023-06-21,Present,Lecture,1.5
A0000896,E000091,2023-07-10,Present,Tutorial,3.0
A0000897,E000091,2023-06-21,Present,Lecture,1.5
A0000898,E000091,2023-08-01,Absent,Tutorial,1.5
A0000899,E000091,2023-05-20,Present,Lecture,1.5
A0000900,E007965,2024-02-05,Present,Lab,1.0
A0000901,E007965,2024-03-22,Absent,Lecture,2.0
A0000902,E007965,2024-02-23,Present,Lecture,2.0
A0000903,E007965,2024-02-21,Absent,Tutorial,1.0
A0000904,E007965,2024-02-02,Absent,Tutorial,1.0
A0000905,E009856,2024-07-15,Absent,Tutorial,1.0
A0000906,E009856,2024-08-01,Present,Lab,3.0
A0000907,E009856,2024-05-27,Present,Lab,1.5
A0000908,E009856,2024-05-13,Present,Tutorial,2.0
A0000909,E009856,2024-07-12,Absent,Tutorial,1.5
A0000910,E009856,2024-05-08,Present,Tutorial,2.0
A0000911,E009856,2024-07-07,Present,Lab,2.0
A0000912,E009856,2024-05-22,Present,Lab,1.5
A0000913,E003521,2023-09-13,Absent,Lecture,2.0
A0000914,E003521,2023-09-15,Present,Lab,3.0
A0000915,E003521,2023-09-04,Absent,Lecture,3.0
A0000916,E003521,2023-10-17,Present,Lab,3.0
A0000917,E003521,2023-09-25,Present,Lab,1.5
A0000918,E000898,2024-05-19,Present,Lecture,3.0
A0000919,E000898,2024-07-27,Late,Lecture,3.0
A0000920,E000898,2024-07-02,Absent,Lecture,2.0
A0000921,E000898,2024-06-20,Present,Lab,2.0
A0000922,E000898,2024-06-28,Present,Tutorial,1.0
A0000923,E000898,2024-05-30,Late,Lab,2.0
A0000924,E000688,2025-10-23,Present,Tutorial,3.0
A0000925,E000688,2025-10-13,Present,Tutorial,1.0
A0000926,E000688,2025-10-19,Present,Lecture,1.0
A0000927,E000688,2025-10-12,Present,Tutorial,1.0
A0000928,E000688,2025-09-09,Present,Tutorial,1.5
A0000929,E000688,2025-09-14,Late,Lecture,1.0
A0000930,E000688,2025-12-08,Present,Lecture,1.5
A0000931,E000688,2025-11-11,Present,Tutorial,1.0
A0000932,E004558,2024-02-01,Present,Lecture,1.0
A0000933,E004558,2024-02-06,Present,Lecture,1.0
A0000934,E004558,2024-02-09,Present,Tutorial,2.0
A0000935,E004558,2024-02-11,Present,Tutorial,1.0
A0000936,E004558,2024-04-06,Present,Lecture,2.0
A0000937,E003347,2023-01-11,Present,Tutorial,3.0
A0000938,E003347,2023-03-04,Present,Lab,1.0
A0000939,E003347,2023-01-02,Present,Lecture,1.5
A0000940,E003347,2023-02-09,Present,Tutorial,2.0
A0000941,E003347,2023-03-05,Present,Lab,3.0
A0000942,E003347,2023-03-11,Late,Lecture,1.5
A0000943,E004283,2025-11-19,Present,Lab,1.0
A0000944,E004283,2025-10-30,Present,Lab,2.0
A0000945,E004283,2025-12-09,Present,Tutorial,1.5
A0000946,E004283,2025-11-04,Present,Lecture,1.0
A0000947,E004283,2025-10-12,Present,Lecture,1.0
A0000948,E004283,2025-09-01,Present,Lab,2.0
A0000949,E004283,2025-11-09,Late,Tutorial,1.5
A0000950,E010524,2024-02-13,Present,Tutorial,2.0
A0000951,E010524,2024-02-21,Present,Lab,1.0
A0000952,E010524,2024-01-01,Present,Tutorial,2.0
A0000953,E010524,2024-01-17,Absent,Lab,1.5
A0000954,E010524,2024-03-02,Present,Tutorial,3.0
A0000955,E003542,2024-06-10,Excused,Lecture,3.0
A0000956,E003542,2024-07-13,Present,Tutorial,3.0
A0000957,E003542,2024-06-22,Present,Tutorial,2.0
A0000958,E003542,2024-05-03,Present,Lab,2.0
A0000959,E003542,2024-07-03,Late,Lab,1.0
A0000960,E003542,2024-07-28,Present,Lab,3.0
A0000961,E005516,2025-02-21,Present,Tutorial,3.0
A0000962,E005516,2025-01-30,Late,Lab,2.0
A0000963,E005516,2025-03-31,Present,Lecture,1.5
